frame,valid,method,confidence,x_center_px,y_center_px,bbox_x_px,bbox_y_px,bbox_w_px,bbox_h_px,area_px,fill_ratio,circularity,mean_gray,y_top_blob_px,y_top_subpx,x_top_blob_px,top_columns_used,topo_ruler_mm,bbox_aspect,mask_threshold,q_dark,fracao_bbox_a_direita_da_regua,limite_regua_x_px,topo_ruler_mm_estimado,topo_score,valid_ball_candidate,top_valid,top_reason,problema_frame,componentes_encontrados_na_mascara,componentes_rejeitados,candidatos_aceitos_no_frame,threshold_usado,percentil_escuro_q,historical_x_center_median_px,historical_x_margin_px,outside_historical_region,valid_ball,y_top_subpx_median,topo_ruler_mm_median,x_center_px_median,y_center_px_median,ruler_ok,ruler_reason,ruler_detection_mode,ruler_roi_x_px,ruler_roi_y_px,ruler_roi_w_px,ruler_roi_h_px,ruler_top_y_px,ruler_zero_y_px,ruler_top_x_px,ruler_zero_x_px,ruler_height_mm,px_per_mm,mm_per_px,ruler_tick_count,ruler_green_guide_detected,ruler_green_guide_x_px,ruler_green_guide_y_min_px,ruler_green_guide_y_max_px,ruler_green_guide_bbox_x_px,ruler_green_guide_bbox_y_px,ruler_green_guide_bbox_w_px,ruler_green_guide_bbox_h_px,ruler_green_guide_area_px,ruler_height_mm_config,video_width_px,video_height_px,ball_crop_ymin_ratio,ball_crop_ymax_ratio,ball_min_effective_threshold,reject_giant_border_blobs,ball_min_width_px_config,ball_min_height_px_config,ball_min_area_px_config,ball_max_aspect_ratio_config,physical_gate_enabled,ball_max_bbox_fraction_right_of_ruler_config,ball_ruler_left_margin_px_config,physical_x_mask_enabled,ball_physical_x_cut_margin_px_config,physical_ball_x_limit_px,ball_min_topo_ruler_mm_config,historical_x_gate_enabled_config,sync_red_area_px,sync_red_centroid_x_px,sync_red_centroid_y_px,sync_raw_score,sync_score,sync_pulse,led_on,sync_event,sync_rising_edge,sync_falling_edge,sync_rising_frame,sync_falling_frame,sync_initial_rising_frame,sync_initial_falling_frame,sync_initial_pulse_width_frames,sync_last_rising_frame,sync_last_falling_frame,sync_total_pulses,sync_pulse_index,sync_pulse_start_frame,sync_pulse_end_frame,sync_pulse_width_frames,sync_pulse_is_first,sync_pulse_is_last,time_video_ms,time_real_ms,frame_sync,time_sync_ms,time_from_sync_fall_ms,sync_pulse_start_time_sync_ms,sync_pulse_end_time_sync_ms,sync_pulse_width_ms,fps_playback,fps_capture,metadata_time_source,metadata_time_confidence,time_scale_detected,sync_initial_pulse_width_frames_calc,sync_initial_pulse_width_ms_calc
667,True,dark_blob,0.8722853928410499,192.60075948964837,326.62765410913556,91.0,229.0,227.0,184.0,31468.5,0.7534117027389389,0.7117746729413196,47.22436784501195,229.0,229.2786450037167,188.5,222,13.691326920437092,1.233695652173913,75.0,36.0,0.0,455.0,13.691326920437092,0.27596040708453484,True,True,OK,OK,15,14,1,75.0,36.0,196.30603824115596,110.0,False,True,227.3826192964124,13.841621641138042,192.60075948964837,326.6245494624488,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,211.0,19.567930489731435,188.93680884676144,59.72127450980392,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22233.52460519407,2779.166666666667,550,2291.6666666666665,2091.666666666667,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
668,True,dark_blob,0.8746548162528998,187.36317174588135,324.73024896047156,85.0,226.0,228.0,186.0,31665.0,0.746675155631013,0.7253924639735011,46.853713428357096,226.0,226.02083333333334,183.0,222,13.949568089430894,1.2258064516129032,75.0,35.0,0.0,455.0,13.949568089430894,0.29115106408417024,True,True,OK,OK,11,10,1,75.0,35.0,196.30603824115596,110.0,False,True,226.02083333333334,13.949568089430894,187.36317174588135,324.73024896047156,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,222.0,19.22897897897898,188.74099099099098,62.151675650339826,0.0022785949905210685,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22266.858225291813,2783.333333333333,551,2295.8333333333335,2095.833333333333,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
669,True,dark_blob,0.8746576922067585,183.31058116170033,323.3688790583446,81.0,224.0,231.0,188.0,32099.5,0.7391429492493322,0.731588771498642,46.870782705236536,224.0,223.99473989931587,178.5,226,14.110173056761546,1.2287234042553192,75.0,35.0,0.0,455.0,14.110173056761546,0.30059841510362034,True,True,OK,OK,13,12,1,75.0,35.0,196.30603824115596,110.0,False,True,223.99473989931587,14.110173056761546,183.31058116170033,323.3688790583446,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,220.0,19.453787878787878,188.34242424242422,61.61004803527835,0.0013357003632855505,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22300.191845389556,2787.5,552,2300.0,2100.0,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
670,True,dark_blob,0.8735215689475431,179.89953562998502,322.25228199550537,78.0,222.0,231.0,191.0,32409.5,0.7345595068108157,0.7278033925735727,47.02968845448992,222.0,222.66037735849056,175.0,223,14.215945697192822,1.2094240837696335,75.0,35.0,0.0,455.0,14.215945697192822,0.30682033512898954,True,True,OK,OK,11,10,1,75.0,35.0,196.30603824115596,110.0,False,True,222.66037735849056,14.215945697192822,179.89953562998502,322.25228199550537,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,224.5,19.448403860430584,188.66518188567184,63.273853635942565,0.0042321430815036734,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22333.5254654873,2791.6666666666665,553,2304.1666666666665,2104.1666666666665,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
671,True,dark_blob,0.8723760069004287,176.9858968866038,321.36838964377523,74.0,220.0,233.0,193.0,32676.0,0.726633903355645,0.721692518556232,46.96716047138659,220.0,220.0648148148148,172.0,224,14.421691508581754,1.2072538860103628,75.0,35.0,0.0,455.0,14.421691508581754,0.31892302991657373,True,True,OK,OK,13,12,1,75.0,35.0,196.30603824115596,110.0,False,True,220.0648148148148,14.421691508581754,176.9858968866038,321.36838964377523,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,213.5,19.619047619047617,188.83762685402027,60.010764057689194,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22366.85908558504,2795.8333333333335,554,2308.333333333333,2108.3333333333335,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
672,True,dark_blob,0.8746781224291651,174.69356792733058,320.56592000081105,72.0,218.0,230.0,195.0,32879.5,0.7330992196209587,0.7225434467235817,46.96055642538841,219.0,218.41687992125983,169.5,224,14.552320494046477,1.1794871794871795,75.0,35.0,0.0,455.0,14.552320494046477,0.32660708788508686,True,True,OK,OK,13,12,1,75.0,35.0,196.30603824115596,110.0,False,True,218.41687992125983,14.552320494046477,174.69356792733058,320.56592000081105,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,225.5,19.00960827790096,189.0561714708056,63.49025759323336,0.004608870786974961,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22400.19270568278,2800.0,555,2312.5,2112.5,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
673,True,dark_blob,0.8790834587805826,173.21739020709356,319.9107524113808,70.0,217.0,227.0,196.0,33020.5,0.7421671311696485,0.7349981537416118,46.772240712422416,218.0,217.20053475935828,168.0,224,14.648738098343552,1.1581632653061225,75.0,35.0,0.0,455.0,14.648738098343552,0.33227871166726775,True,True,OK,OK,14,13,1,75.0,35.0,196.30603824115596,110.0,False,True,217.20053475935828,14.648738098343552,173.21739020709356,319.9107524113808,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,206.5,19.712671509281677,188.955609362389,58.55054651647893,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22433.526325780524,2804.1666666666665,556,2316.666666666667,2116.6666666666665,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
674,True,dark_blob,0.8793511002231812,171.87509223040922,319.2303283907941,69.0,216.0,227.0,197.0,32979.0,0.7374717681522396,0.7388726097000239,46.44802738245361,217.0,216.7169321895425,166.5,222,14.687072448389925,1.1522842639593909,75.0,34.0,0.0,455.0,14.687072448389925,0.3345336734347015,True,True,OK,OK,13,12,1,75.0,34.0,196.30603824115596,110.0,False,True,216.7169321895425,14.687072448389925,172.62775880990122,319.2303283907941,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,206.5,19.712671509281677,188.955609362389,58.44372131831455,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22466.859945878266,2808.333333333333,557,2320.8333333333335,2120.833333333333,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
675,True,dark_blob,0.8805740380458268,171.56284318628414,318.75796242694264,69.0,216.0,227.0,197.0,32993.5,0.7377960151166171,0.7429614264626208,46.23102547942739,216.0,216.17171717171718,166.0,222,14.730290711998029,1.1522842639593909,75.0,34.0,0.0,455.0,14.730290711998029,0.3370759242351782,True,True,OK,OK,12,11,1,75.0,34.0,196.30603824115596,110.0,False,True,216.7169321895425,14.687072448389925,172.62775880990122,318.8595377854267,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,217.0,18.734254992319507,189.14132104454683,61.237858220211166,0.0006877722163818835,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22500.19356597601,2812.5,558,2325.0,2125.0,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
676,True,dark_blob,0.8814935985934959,171.7793753700864,318.48680847618033,70.0,215.0,226.0,197.0,32931.5,0.7396680292888909,0.7415652850158762,45.91310622688596,216.0,216.0,165.5,222,14.74390243902439,1.1472081218274113,75.0,34.0,0.0,455.0,14.74390243902439,0.33787661406025826,True,True,OK,OK,12,11,1,75.0,34.0,196.30603824115596,110.0,False,True,216.7169321895425,14.687072448389925,172.62775880990122,318.8595377854267,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,219.5,18.83675018982536,189.07289293849658,62.35005098039217,0.00262393748724956,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22533.527186073752,2816.666666666667,559,2329.1666666666665,2129.166666666667,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
677,True,dark_blob,0.8809002524807007,172.62775880990122,318.51864101938787,71.0,215.0,226.0,197.0,32804.0,0.7368042765374422,0.7382145531529116,45.5699194108237,216.0,216.44201577498325,166.5,221,14.708864603202548,1.1472081218274113,75.0,34.0,0.0,455.0,14.708864603202548,0.3358155648942675,True,True,OK,OK,12,11,1,75.0,34.0,196.30603824115596,110.0,False,True,216.7169321895425,14.687072448389925,172.62775880990122,318.8595377854267,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,235.0,18.80851063829787,188.7808510638298,65.89908595016954,0.008802289387741658,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22566.860806171495,2820.8333333333335,560,2333.3333333333335,2133.3333333333335,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
678,True,dark_blob,0.8835311263986901,173.91102471905506,318.8595377854267,73.0,216.0,223.0,196.0,32539.0,0.7444632561544797,0.7441530348699924,45.23296716672245,217.0,217.28864296081275,167.5,217,14.641753911642892,1.1377551020408163,75.0,34.0,0.0,455.0,14.641753911642892,0.33186787715546423,True,True,OK,OK,12,11,1,75.0,34.0,196.30603824115596,110.0,False,True,217.28864296081275,14.641753911642892,173.91102471905506,318.8595377854267,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,219.5,19.51328777524677,188.7737281700835,61.92807307662021,0.0018893355444857473,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22600.194426269234,2825.0,561,2337.5,2137.5,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
679,True,dark_blob,0.8865015487888307,175.90485852953324,319.3059789343247,76.0,217.0,220.0,195.0,32280.0,0.7524475524475525,0.7496274365242345,44.80019630697503,218.0,217.82608695652175,169.0,214,14.59915164369035,1.1282051282051282,75.0,34.0,0.0,455.0,14.59915164369035,0.32936186139355,True,True,OK,OK,13,12,1,75.0,34.0,196.30603824115596,110.0,False,True,217.82608695652175,14.59915164369035,175.90485852953324,319.3059789343247,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,213.0,19.788732394366196,188.82394366197184,60.372435585804574,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22633.528046366977,2829.1666666666665,562,2341.666666666667,2141.6666666666665,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
680,True,dark_blob,0.8880968911853687,178.66630922964552,319.7208727679612,80.0,218.0,219.0,194.0,32173.5,0.757272984041802,0.7493347286159645,44.423221319547025,218.0,218.11690074353828,172.5,214,14.576099331304892,1.1288659793814433,75.0,34.0,0.0,455.0,14.576099331304892,0.32800584301793484,True,True,OK,OK,13,12,1,75.0,34.0,196.30603824115596,110.0,False,True,218.11690074353828,14.576099331304892,178.66630922964552,319.7208727679612,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,223.5,19.423564504101414,188.6972408650261,62.854719832597056,0.0035024923024856644,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22666.86166646472,2833.3333333333335,563,2345.833333333333,2145.8333333333335,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
681,True,dark_blob,0.8891391051891087,181.53240985732813,320.06297795071333,83.0,219.0,219.0,193.0,32125.0,0.7600492109683677,0.7503919053984754,44.14626479289941,219.0,218.5744680851064,175.0,213,14.539828749351324,1.1347150259067358,75.0,34.0,0.0,455.0,14.539828749351324,0.3258722793736073,True,True,OK,OK,12,11,1,75.0,34.0,196.30603824115596,110.0,False,True,218.5744680851064,14.539828749351324,181.53240985732813,320.06297795071333,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,225.0,19.489629629629626,188.94148148148145,63.15397923875432,0.00402345925167519,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22700.195286562463,2837.5,564,2350.0,2150.0,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
682,True,dark_blob,0.8835153613369163,184.3918084868527,320.3097841629359,85.0,219.0,221.0,194.0,32053.5,0.7476209357652657,0.7231221671805566,43.87192316007289,219.0,218.8695840105121,178.5,213,14.516435413800869,1.1391752577319587,75.0,35.0,0.0,455.0,14.516435413800869,0.3244962008118158,True,True,OK,OK,12,11,1,75.0,35.0,196.30603824115596,110.0,False,True,218.8695840105121,14.516435413800869,184.3918084868527,320.3097841629359,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,212.5,19.782745098039214,189.1129411764706,60.34090909090909,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22733.528906660205,2841.666666666667,565,2354.1666666666665,2154.166666666667,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
683,True,dark_blob,0.8800690615259217,187.1260780180602,320.6318473989642,86.0,220.0,225.0,193.0,32022.5,0.7374208405296488,0.7140877061409403,43.82652777348459,220.0,219.31616915422887,181.5,213,14.481035371920882,1.16580310880829,75.0,35.0,0.0,455.0,14.481035371920882,0.3224138454071107,True,True,OK,OK,13,12,1,75.0,35.0,196.30603824115596,110.0,False,True,219.31616915422887,14.481035371920882,187.1260780180602,320.6318473989642,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,213.0,20.054773082942095,189.01408450704224,60.776276130286824,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22766.86252675795,2845.833333333333,566,2358.3333333333335,2158.333333333333,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
684,True,dark_blob,0.8854841556244786,189.8548369420569,320.88667094599174,91.0,220.0,220.0,193.0,31936.5,0.7521549693829487,0.7338495308111875,43.80901453857838,220.0,219.79545454545453,185.0,214,14.443043237250556,1.1398963730569949,75.0,34.0,0.0,455.0,14.443043237250556,0.3201790139559151,True,True,OK,OK,13,12,1,75.0,34.0,196.30603824115596,110.0,False,True,219.79545454545453,14.443043237250556,189.8548369420569,320.88667094599174,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,217.5,19.870498084291185,188.9647509578544,61.70010716837342,0.0014924801698675877,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22800.19614685569,2850.0,567,2362.5,2162.5,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
685,True,dark_blob,0.884023422759564,192.34895018869497,321.41532703655054,93.0,220.0,220.0,193.0,31974.0,0.7530381535562882,0.7289257754798577,44.113068516053126,221.0,220.8541454612751,188.5,216,14.359122615874536,1.1398963730569949,75.0,35.0,0.0,455.0,14.359122615874536,0.3152425068161492,True,True,OK,OK,13,12,1,75.0,35.0,196.30603824115596,110.0,False,True,220.8541454612751,14.359122615874536,192.34895018869497,321.41532703655054,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,213.0,20.054773082942095,189.01408450704224,60.776276130286824,0.0,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22833.52976695343,2854.1666666666665,568,2366.6666666666665,2166.6666666666665,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
686,True,dark_blob,0.8817736806928158,194.71864180536434,321.9771096650398,95.0,221.0,222.0,191.0,31964.0,0.7538323663978114,0.7199724371409222,44.538123257974604,222.0,222.03948130976528,191.5,218,14.265163066908851,1.162303664921466,75.0,35.0,0.0,455.0,14.265163066908851,0.30971547452405007,True,True,OK,OK,12,11,1,75.0,35.0,196.30603824115596,110.0,False,True,222.03948130976528,14.265163066908851,194.71864180536434,321.9771096650398,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,217.5,19.870498084291185,188.9647509578544,61.69320076208621,0.001480457124512005,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22866.863387051173,2858.3333333333335,569,2370.833333333333,2170.8333333333335,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
687,True,dark_blob,0.8793068214517898,196.72500796798175,322.5944323400787,96.0,222.0,224.0,190.0,31898.5,0.7494948308270677,0.721225602253473,45.16478401191658,223.0,223.09057486631016,193.5,220,14.181844675231511,1.1789473684210525,75.0,35.0,0.0,455.0,14.181844675231511,0.30481439266067717,True,True,OK,OK,12,11,1,75.0,35.0,196.30603824115596,110.0,False,True,223.09057486631016,14.181844675231511,196.72500796798175,322.5944323400787,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,221.5,19.708803611738148,189.15650865312264,62.77996250292946,0.003372350702371622,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22900.197007148916,2862.5,570,2375.0,2175.0,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
688,True,dark_blob,0.8735490963634588,198.67456474655336,323.7963055520846,96.0,224.0,229.0,188.0,32012.0,0.7435659202824492,0.7021273056746595,46.10329901369693,224.0,223.95859872611464,195.0,223,14.113037905856766,1.2180851063829787,75.0,35.0,0.0,455.0,14.113037905856766,0.30076693563863327,True,True,OK,OK,13,12,1,75.0,35.0,196.30603824115596,110.0,False,True,223.95859872611464,14.113037905856766,198.67456474655336,323.7963055520846,True,green_guide_full_height_reference,green_guide_height_reference,447,74,33,328,74.0,402.0,466.67353698108985,466.67353698108985,26.0,12.615384615384615,0.07926829268292683,0,True,466.67353698108985,74.0,402.0,448.0,74.0,32.0,328.0,7447.5,26.0,480,480,0.0,1.0,75.0,True,80,70,6000,2.2,True,0.25,8,True,8.0,439.0,9.0,True,222.0,20.045795795795794,188.94969969969966,62.83436041083099,0.003467049520649906,0,False,LOW,0,0,117,165,117,165,48,2396,2446,11,-1,,,,0,0,22933.53062724666,2866.6666666666665,571,2379.166666666667,2179.1666666666665,,,,29.999741914252283,240.0,sync_led_initial_known_width,PULSE_ESTIMATED,0.12499892464271785,48,200.0
